name,affiliation
Hamid Bagheri,"University of Nebraska-Lincoln, USA, United States"
Carolyn Seaman,"University of Maryland Baltimore County, United States"
Jongmoon Baik,"Korea Advanced Institute of Science and Technology, South Korea"
Yunja Choi,"Kyungpook National University, South Korea"
Christian Kästner,"Carnegie Mellon University, United States"
Shane McIntosh,"McGill University, Canada"
Yeong-Seok Seo,"Yeungnam University, South Korea"
Sandeep Kuttal,"The University of Tulsa, United States"
Kyungmin Bae,"Pohang University of Science and Technology (POSTECH), South Korea"
Eunjong Choi,"Kyoto Institute of Technology, Japan"
Miran Lee,"Microsoft Research, United States"
Reda Bendraou,"Sorbonne University — LIP6 / Paris Nanterre University, France"
John L. Singleton,"Soar Technology, Inc., United States"
Xiangyu Zhang,"Purdue University, United States"
Xiangzhe Xu,"Nanjing University, China"
Liliana Pasquale,"University College Dublin & Lero, Ireland"
Margaret-Anne Storey,"University of Victoria, Canada"
Patanamon Thongtanunam,"The University of Melbourne, Australia"
Sven Apel,"Saarland University, Germany"
Antonia Bertolino,"CNR-ISTI, Italy"
Víctor Braberman,"ICC (UBA-CONICET), Argentina"
Lionel Briand,"SnT Centre/University of Luxembourg, Luxembourg"
Cristian Cadar,"Imperial College London, United Kingdom"
Marsha Chechik,"University of Toronto, Canada"
Shing-Chi Cheung,"Department of Computer Science and Engineering, The Hong Kong University of Science and Technology, China"
Myra Cohen,"Iowa State University, United States"
Massimiliano Di Penta,"University of Sannio, Italy"
Danny Dig,"University of Colorado, Boulder, United States"
Robert Feldt,"Chalmers | University of Gothenburg, Blekinge Institute of Technology, Sweden"
Bernd Fischer,"Stellenbosch University, South Africa"
Gordon Fraser,"University of Passau, Germany"
John Grundy,"Monash University, Australia"
Dan Hao,"Peking University, China"
Sarfraz Khurshid,"University of Texas at Austin, USA, United States"
Moonzoo Kim,"KAIST / VPlusLab Inc., South Korea"
David Lo,"Singapore Management University, Singapore"
Walid Maalej,"University of Hamburg, Germany"
Na Meng,"Virginia Tech, United States"
Emerson Murphy-Hill,Google
Gail Murphy,"University of British Columbia, Canada"
Shiva Nejati,"University of Ottawa, Canada"
Tien N. Nguyen,"University of Texas at Dallas, United States"
Denys Poshyvanyk,"William and Mary, United States"
Abhik Roychoudhury,"National University of Singapore, Singapore"
Cindy Rubio-González,"University of California, Davis, United States"
Alessandra Russo,"Imperial College London, United Kingdom"
Federica Sarro,"University College London, UK, United Kingdom"
Diomidis Spinellis,"Athens University of Economics and Business, Greece"
Margaret-Anne Storey,"University of Victoria, Canada"
Jon Whittle,"Monash University, Australia"
Tao Xie,"Peking University, China"
Dongmei Zhang,"Microsoft Research, China, China"
Xiangyu Zhang,"Purdue University, United States"
Thomas Zimmermann,"Microsoft Research, United States"
Arie van Deursen,"Delft University of Technology, Netherlands"
Bram Adams,"MCIS, Polytechnique Montréal, Canada"
Dalal Alrajeh,"Imperial College London, United Kingdom"
Nadia Alshahwan,"Facebook, United Kingdom"
Joanne M. Atlee,"University of Waterloo, Canada"
Benoit Baudry,"KTH Royal Institute of Technology, Sweden"
Jonathan Bell,"Northeastern University, United States"
Thorsten Berger,"Chalmers | University of Gothenburg, Sweden"
Christian Bird,"Microsoft Research, United States"
Kelly Blincoe,"University of Auckland, New Zealand"
Markus Borg,"RISE Research Institutes of Sweden AB, Sweden"
Travis Breaux,"Carnegie Mellon University, United States"
Yuriy Brun,"University of Massachusetts Amherst, United States"
Tevfik Bultan,"University of California, Santa Barbara, United States"
Marcel Böhme,"Monash University, Australia"
Yuanfang Cai,"Drexel University, United States"
Antonio Carzaniga,"Università della Svizzera italiana, Switzerland"
Betty H.C. Cheng,"Michigan State University, United States"
Ruzanna Chitchyan,"University of Bristol, United Kingdom"
Prem Devanbu,"University of California, United States"
Sebastian Elbaum,"University of Virginia, USA, United States"
Emelie Engstrom,"Lund University, Sweden"
Alessio Ferrari,"CNR-ISTI, Italy"
Antonio Filieri,"Imperial College London, United Kingdom"
Brian Fitzgerald,Lero - The Irish Software Research Centre and University of Limerick
Juan Pablo Galeotti,"University of Buenos Aires, Argentina"
Alessandro Garcia,"PUC-Rio, Brazil"
Milos Gligoric,"The University of Texas at Austin, United States"
Georgios Gousios,"Delft University of Technology, Netherlands"
Lars Grunske,"Humboldt-Universität zu Berlin, Germany"
Paul Grünbacher,"Johannes Kepler University Linz, Austria"
Jin L.C. Guo,"McGill University, Canada"
Sonia Haiduc,"Florida State University, United States"
William G.J. Halfond,"University of Southern California, United States"
Shi Han,"Microsoft Research Asia, China"
Mark Harman,"Facebook and University College London, United Kingdom"
Robert Hierons,"University of Sheffield, United Kingdom"
Rashina Hoda,"Monash University, Australia"
Jennifer Horkoff,"Chalmers and the University of Gothenburg, Sweden"
Marieke Huisman,"University of Twente, Netherlands"
Paola Inverardi,"University of L'Aquila, Italy"
Valerie Issarny,"Inria, France"
Pooyan Jamshidi,"University of South Carolina, United States"
Ciera Jaspan,"Google, United States"
Jean-Marc Jézéquel,"Univ Rennes - IRISA, France"
Gail Kaiser,"Columbia University, United States"
Marouane Kessentini,"University of Michigan, United States"
Jacques Klein,"University of Luxembourg, SnT, Luxembourg"
Nicholas A. Kraft,"UserVoice, United States"
Christian Kästner,"Carnegie Mellon University, United States"
Shuvendu K. Lahiri,Microsoft Research
Emmanuel Letier,"University College London, United Kingdom"
Mario Linares-Vásquez,"Universidad de los Andes, Colombia"
Anna Liu,"Amazon Web Services, United States"
Sam Malek,"University of California, Irvine, United States"
Shahar Maoz,"Tel Aviv University, Israel"
Andrian Marcus,"University of Texas at Dallas, United States"
Leonardo Mariani,"University of Milano Bicocca, Italy"
Christoph Mayr-Dorn,"Johannes Kepler University Linz, Austria"
Shane McIntosh,"McGill University, Canada"
Collin McMillan,University of Notre Dame
Tim Menzies,"North Carolina State University, United States"
Ali Mesbah,"University of British Columbia, Canada"
Mehdi Mirakhorli,"Rochester Institute of Technology, United States"
Sasa Misailovic,"University of Illinois at Urbana-Champaign, United States"
Audris Mockus,"University of Tennessee - Knoxville, United States"
Patrick Mäder,"Technische Universität Ilmenau, Germany"
Mei Nagappan,"University of Waterloo, Canada"
Alessandro Orso,"Georgia Tech, United States"
Mike Papadakis,"University of Luxembourg, Luxembourg"
Liliana Pasquale,"University College Dublin & Lero, Ireland"
Patrizio Pelliccione,"University of L'Aquila and Chalmers | University of Gothenburg, Italy"
Anna Perini,"Fondazione Bruno Kessler, Italy"
Paul Ralph,"Dalhousie University, Canada"
Awais Rashid,"University of Bristol, UK, United Kingdom"
Baishakhi Ray,"Columbia University, New York, United States"
Ita Richardson,"Lero - The Irish Software Research Centre and University of Limerick, Ireland"
Per Runeson,"Lund University, Sweden"
Sukyoung Ryu,"KAIST, South Korea"
Mehrdad Sabetzadeh,"University of Ottawa, Canada"
Caitlin Sadowski,"Google, United States"
Alexander Serebrenik,"Eindhoven University of Technology, Netherlands"
Weiyi Shang,"Concordia University, Canada"
Bonita Sharif,"University of Nebraska - Lincoln, United States"
Helen Sharp,"The Open University, United Kingdom"
Elena Sherman,"Boise State University, United States"
Saurabh Sinha,"IBM Research, United States"
Manu Sridharan,"University of California Riverside, United States"
Jan-Philipp Steghöfer,"Chalmers | University of Gothenburg, Sweden"
Jun Sun,"Singapore Management University, Singapore"
Shin Hwei Tan,"Southern University of Science and Technology, China"
Patanamon Thongtanunam,"The University of Melbourne, Australia"
Christoph Treude,"The University of Adelaide, Australia"
Ganesha Upadhyaya,"Harmony.one, United States"
Michael Vierhauser,"Johannes Kepler University Linz, Austria"
Chao Wang,"University of Southern California, United States"
Westley Weimer,"University of Michigan, USA"
Laurie Williams,"North Carolina State University, United States"
Xin Xia,"Monash University, Australia"
Zhenchang Xing,"Australia National University, Australia"
Yingfei Xiong,"Peking University, China"
Chang Xu,"Nanjing University, China"
Cemal Yilmaz,Sabancı University
Shin Yoo,"Korea Advanced Institute of Science and Technology, South Korea"
Tingting Yu,"University of Kentucky, United States"
Yijun Yu,"The Open University, UK, United Kingdom"
Lingming Zhang,"The University of Texas at Dallas, United States"
Jianjun Zhao,"Kyushu University, Japan"
Hao Zhong,"Shanghai Jiao Tong University, China"
Minghui Zhou,"Peking University, China"
Andrea Zisman,The Open University
Marcelo d'Amorim,"Federal University of Pernambuco, Brazil"
Joanne M. Atlee,"University of Waterloo, Canada"
Thomas Zimmermann,"Microsoft Research, United States"
Gunter Mussbacher,"McGill University, Canada"
Betty H.C. Cheng,"Michigan State University, United States"
Tevfik Bultan,"University of California, Santa Barbara, United States"
Jon Whittle,"Monash University, Australia"
Michael Whalen,"University of Minnesota, United States"
Helen Sharp,"The Open University, UK, United Kingdom"
Daniela Damian,"University of Victoria, Canada"
Sarah Beecham,"Lero - The Irish Software Research Centre and University of Limerick, Ireland"
Rick Kazman,University of Hawai‘i at Mānoa
Liliana Pasquale,"University College Dublin & Lero, Ireland"
Anita Sarma,"Oregon State University, United States"
Leonardo Murta,"Universidade Federal Fluminense (UFF), Brazil"
Yuriy Brun,"University of Massachusetts Amherst, United States"
Justyna Petke,"University College London, United Kingdom"
Alessandro Garcia,"PUC-Rio, Brazil"
Julia Rubin,"University of British Columbia, Canada"
Sebastian Uchitel,"Universidad de Buenos Aires / Imperial College, Argentina"
Andre van der Hoek,"University of California, Irvine, United States"
Ahmed E. Hassan,"Queen's University, Canada"
Kurt Lichtner,"Google Canada, Canada"
Patanamon Thongtanunam,"The University of Melbourne, Australia"
Jinqiu Yang,"Concordia University, Montreal, Canada"
Baishakhi Ray,"Columbia University, New York, United States"
Paul Grünbacher,"Johannes Kepler University Linz, Austria"
Wahab Hamou-Lhadj,"Concordia University, Montreal, Canada"
Daniel Varro,"McGill University / Budapest University of Technology and Economics, Canada"
Sven Apel,"Saarland University, Germany"
David Lo,"Singapore Management University, Singapore"
Daniel Amyot,"University of Ottawa, Canada"
Lori Pollock,"University of Delaware, USA, United States"
Christian Kästner,"Carnegie Mellon University, United States"
Lin Tan,"Purdue University, United States"
Laurie Williams,"North Carolina State University, United States"
Silvia Abrahão,"Universitat Politècnica de València, Spain"
Matthew B Dwyer,"University of Virginia, United States"
Natalia Juristo,"Universidad Politecnica de Madrid, Spain"
Ivan Beschastnikh,"Computer Science, University of British Columbia, Canada"
Shane McIntosh,"McGill University, Canada"
Lionel Briand,"SnT Centre/University of Luxembourg, Luxembourg"
Domenico Bianculli,"University of Luxembourg, Luxembourg"
Paola Inverardi,"University of L'Aquila, Italy"
Martin P. Robillard,"McGill University, Canada"
Igor Ivkovic,"University of Waterloo, Canada"
Mei Nagappan,"University of Waterloo, Canada"
Cassiano Monteiro,"University of Waterloo, Canada"
Lakshmanan Arumugam,"University of Waterloo, India"
Weiyi Shang,"Concordia University, Canada"
Jianwei Niu,Unknown
Xiaoyin Wang,"University of Texas at San Antonio, USA, United States"
Mechelle Gittens,"University of The West Indies Cave Hill Campus, Barbados"
Francis Bordeleau,"École de Technologie Supérieure (ETS), Canada"
Hausi Müller,"University of Victoria, Computer Science, Faculty of Engineering, Canada"
Ladan Tahvildari,"University of Waterloo, Canada"
Michalis Famelis,"Université de Montréal, Canada"
Jin L.C. Guo,"McGill University, Canada"
Eugene Syriani,"University of Montreal, Canada"
Emad Shihab,"Concordia University, Canada"
Tse-Hsun (Peter) Chen,"Concordia University, Canada"
Frances Paulisch,"Siemens Healthineers, null"
Rafael Prikladnicki,"School of Technology at PUCRS University, Brazil"
Sarah Nadi,"University of Alberta, Canada"
Sebastian Proksch,"University of Zurich, Switzerland"
Gail Murphy,"University of British Columbia, Canada"
Dan Berry,"University of Waterloo, Canada"
Sébastien Mosser,"Université du Québec à Montréal, Canada"
Eunsuk Kang,"Carnegie Mellon University, United States"
Foutse Khomh,"Polytechnique Montréal, Canada"
Daria Shypova,Unknown
IEEE Conference Planner,IEEE Computer Society
Tevfik Bultan,"University of California, Santa Barbara"
Jon Whittle,"Monash University, Australia"
Sven Apel,"Saarland University, Germany"
Andrew Begel,"Microsoft Research, United States"
Antonia Bertolino,"CNR-ISTI, Italy"
Eric Bodden,"Heinz Nixdorf Institut, Paderborn University and Fraunhofer IEM"
Yuriy Brun,"University of Massachusetts Amherst, United States"
Margaret Burnett,"Oregon State University, United States"
Jordi Cabot,ICREA - UOC
Cristian Cadar,"Imperial College London, United Kingdom"
Marsha Chechik,"University of Toronto, Canada"
Jane Cleland-Huang,"University of Notre Dame, United States"
Daniela Damian,"University of Victoria, Canada"
Laura Dillon,Michigan State University
Bernd Fischer,Stellenbosch University
Alessandro Garcia,"PUC-Rio, Brazil"
Dimitra Giannakopoulou,NASA Ames Research Center
Sunghun Kim,"Hong Kong University of Science and Technology, Hong Kong"
Amy Ko,University of Washington
Claire Le Goues,"Carnegie Mellon University, United States"
David Lo,"Singapore Management University, Singapore"
Darko Marinov,"University of Illinois at Urbana-Champaign, United States"
Mira Mezini,"TU Darmstadt, Germany"
Richard Paige,"McMaster University, Canada"
Corina S. Păsăreanu,"Carnegie Mellon University Silicon Valley, NASA Ames Research Center"
Lori Pollock,"University of Delaware, USA, United States"
Michael Pradel,"University of Stuttgart, Germany"
Abhik Roychoudhury,"National University of Singapore, Singapore"
Julia Rubin,"University of British Columbia, Canada"
Koushik Sen,"University of California, Berkeley, United States"
Eleni Stroulia,"University of Alberta, Canada"
Lin Tan,"Purdue University, United States"
Frank Tip,"Northeastern University, United States"
Chao Wang,"University of Southern California, United States"
Dongmei Zhang,"Microsoft Research, China"
Jonathan Aldrich,"Carnegie Mellon University, United States"
Aldeida Aleti,"Monash University, Australia"
Dalal Alrajeh,"Imperial College London, United Kingdom"
Samik Basu,Iowa State University
Benoit Baudry,"KTH Royal Institute of Technology, Sweden"
Gabriele Bavota,"Università della Svizzera italiana (USI), Switzerland"
Ayşe Başar,"Ryerson University, Canada"
Nelly Bencomo,"Aston University, United Kingdom"
Domenico Bianculli,"University of Luxembourg, Luxembourg"
Christian Bird,"Microsoft Research, United States"
Kelly Blincoe,"University of Auckland, New Zealand"
Barbora Buhnova,Masaryk University
Marcel Böhme,"Monash University, Australia"
Maria Christakis,"MPI-SWS, Germany"
Siobhán Clarke,"Trinity College Dublin, Ireland"
James Clause,"University of Delaware, United States"
Robert DeLine,Microsoft Research
Danny Dig,School of EECS at Oregon State University
Yvonne Dittrich,"IT University of Copenhagen, Denmark"
Hakan Erdogmus,"Carnegie Mellon University, United States"
Robert Feldt,"Chalmers University of Technology, Sweden"
Maria Angela Ferrario,"Lancaster University, United Kingdom"
Antonio Filieri,"Imperial College London, United Kingdom"
Thomas Fritz,"University of Zurich, University of British Columbia, Switzerland"
Diego Garbervetsky,"University of Buenos Aires, Argentina"
Jaco Geldenhuys,"University of Stellenbosch, South Africa"
Milos Gligoric,"University of Texas at Austin, United States"
Michael W. Godfrey,"University of Waterloo, Canada"
Alex Groce,"Northern Arizona University, United States"
John Grundy,"Monash University, Australia"
Lars Grunske,"Humboldt-Universität zu Berlin, Germany"
Paul Grünbacher,"Johannes Kepler University Linz, Austria"
Arie Gurfinkel,"University of Waterloo, Canada"
William G.J. Halfond,"University of Southern California, United States"
Tracy Hall,Brunel University
Sylvain Hallé,"Université du Québec à Chicoutimi, Canada"
Dan Hao,"Peking University, China"
Mark Harman,"Facebook and University College London, United Kingdom"
Rachel Harrison,"Oxford Brookes University, United Kingdom"
Emily Hill,"Drew University, United States"
Rashina Hoda,"The University of Auckland, New Zealand"
Reid Holmes,"University of British Columbia, Canada"
Jennifer Horkoff,"Chalmers and the University of Gothenburg, Sweden"
Jeff Huang,Texas A&M University
James Jones,"University of California, Irvine, United States"
Sarfraz Khurshid,"University of Texas at Austin, United States"
Moonzoo Kim,"KAIST, Korea, South"
Dimitris Kolovos,"University of York, United Kingdom"
Patricia Lago,"Vrije Universiteit Amsterdam, Netherlands"
Wei Le,Iowa State University
Emmanuel Letier,"University College London, United Kingdom"
Grace Lewis,"Carnegie Mellon Software Engineering Institute, United States"
Antónia Lopes,"University of Lisbon, Portugal"
Sam Malek,"University of California, Irvine, United States"
Shahar Maoz,Tel Aviv University
Wes Masri,"American University of Beirut, Lebanon"
Na Meng,"Virginia Tech, United States"
Marija Mikic,"Google, United States"
Raffaela Mirandola,"Politecnico di Milano, Italy"
Henry Muccini,"University of L'Aquila, Italy"
Sarah Nadi,"University of Alberta, Canada"
Nachiappan Nagappan,"Microsoft Research, United States"
Shiva Nejati,SnT Centre/University of Luxembourg
Tien N. Nguyen,"University of Texas at Dallas, United States"
Liliana Pasquale,"University College Dublin & Lero, Ireland"
Marco Pistoia,"IBM Research, United States"
Adam Porter,University of Maryland
Paul Ralph,"University of Auckland, New Zealand"
Cindy Rubio-González,"University of California, Davis"
Caitlin Sadowski,"Anita Sarma, Oregon State University, United States"
Federica Sarro,"University College London, UK"
Ina Schaefer,"Technische Universität Braunschweig, Germany"
Carolyn Seaman,"University of Maryland Baltimore County, United States"
Alexander Serebrenik,"Eindhoven University of Technology, Netherlands"
Jocelyn Simmonds,"University of Chile, Chile"
Kathryn Stolee,"North Carolina State University, United States"
Zhendong Su,"ETH Zurich, Switzerland"
Gabriele Taentzer,"Universität Marburg, Germany"
Christoph Treude,"The University of Adelaide, Australia"
Burak Turhan,"Monash University, Australia"
Daniel Varro,"McGill University / Budapest University of Technology and Economics, Canada"
Bogdan Vasilescu,"Carnegie Mellon University, United States"
Helene Waeselynck,"LAAS-CNRS, France"
Westley Weimer,"University of Michigan, United States"
Jim Whitehead,"University of California, Santa Cruz, United States"
Xin Xia,"Monash University, Australia"
Tao Xie,University of Illinois at Urbana-Champaign
Yingfei Xiong,"Peking University, China"
Tuba Yavuz,"University of Florida, United States"
Cemal Yilmaz,Sabancı University
Xiangyu Zhang,Purdue University
Minghui Zhou,"Peking University, China"
Ying Zou,"Queen's University, Kingston, Ontario"
Marlon Dumas,"University of Tartu, Estonia"
Dietmar Pfahl,"University of Tartu, Estonia"
Sven Apel,"Saarland University, Germany"
Alessandra Russo,"Imperial College, UK"
Michael Felderer,"University of Innsbruck, Austria"
Andrew Begel,"Microsoft Research, USA"
Norbert Siegmund,"Bauhaus-University Weimar, Germany"
Walid Maalej,"University of Hamburg, Germany"
Yuanfang Cai,"Drexel University, USA"
Arosha Bandara,"Open University, UK"
Tracy Hall,"Lancaster University, UK"
Barbara Russo,"Free University of Bozen-Bolzano, Italy"
Andy Zaidman,"Delft University of Technology, The Netherlands"
Sandro Schulze,"University of Magdeburg, Germany"
Sandeep Kuttal,"University of Tulsa, USA"
Leon Moonen,"Simula Research Labs, Norway"
Christian Kästner,"Carnegie Mellon University, USA"
David Lo,"Singapore Management University (SMU), Singapore"
Damian Andrew Tamburri,"Politechnico di Milano, Italy"
Regina Hebig,"Chalmers University and University of Gothenburg, Sweden"
Patrizio Pelliccione,"University of Gothenburg, Sweden"
Steffen Küpper,"Technical University Clausthal, Germany"
Andreas Wortmann,"RWTH Aachen, Germany"
Maleknaz Nayebi,"École Polytechnique de Montréal, Canada"
Daniel Graziotin,"University of Stuttgart, Germany"
Alexander Nolte,"University of Tartu, Estonia"
Anneli Vainumäe,"University of Tartu, Estonia"
Ezequiel Scott,"University of Tartu, Estonia"
Maria Gaiduk,"University of Tartu, Estonia"
Sven Apel,"Saarland University, Germany"
Alessandra Russo,"Imperial College London, United Kingdom"
Rui Abreu,"Universidade de Lisboa, Portugal"
Bram Adams,"Polytechnique Montréal, Canada"
Sven Apel,"University of Passau, Germany"
Andrea Arcuri,"Kristiania University College, Norway"
Alberto Bacchelli,"University of Zurich, Switzerland"
Arosha Bandara,"Open University, Milton Keynes, United Kingdom"
Luciano Baresi,"Politecnico di Milano, Italy"
Earl Barr,"University College London, United Kingdom"
Don Batory,"UT, Austin, USA"
Steffen Becker,"University of Stuttgart, Germany"
Domenico Bianculli,"SnT Centre - University of Luxembourg, Luxembourg"
Paulo Borba,"Federal University of Pernambuco, Brazil"
Victor Braberman,"Universidad de Buenos Aires/CONICET, Argentina"
Yuriy Brun,"University of Massachusetts, United States"
Tevfik Bultan,"University of California at Santa Barbara, United States"
Antonio Carzaniga,"USI - Università della Svizzera italiana, Switzerland"
Wing-Kwong Chan,"City University of Hong Kong, Hong Kong"
James Clause,"University of Delaware, United States"
Jane Cleland-Huang,"University of Notre Dame, United States"
Myra Cohen,"Iowa State University, United States"
Vittorio Cortellessa,"University of L'Aquila, Italy"
Prem Devanbu,"University of California, Davis, United States"
Elisabetta Di Nitto,"Politecnico di Milano, Italy"
Massimiliano Di Penta,"University of Sannio, Italy"
Sebastian Elbaum,"University of Virginia, United States"
Antonio Filieri,"Imperial College London, United Kingdom"
Vladimir Filkov,"University of California, Davis, United States"
Gordon Fraser,"University of Passau, Germany"
Alessandro Garcia,"Pontifícia Universidade Católica do Rio de Janeiro (PUC-Rio), Brazil"
Marco Gerosa,"Northern Arizona University (NAU), United States"
Lars Grunske,"Humboldt-Universität zu Berlin, Germany"
Jianmei Guo,"Alibaba Group, China"
Mark Harman,"Facebook and University College London, United Kingdom"
Jeff Huang,"Texas A&M University, United States"
Valerie Issarny,"Inria, France"
Zhi Jin,"Peking University, China"
Brittany Johnson,"University of Massachusetts, Amherst, United States"
René Just,"University of Washington, United States"
Gerti Kappel,"Vienna University of Technology, Austria"
Sunghun Kim,"The University of Hong Kong Science and Technology, Hong Kong"
Christian Kästner,"Carnegie Mellon University, United States"
Wei Le,"Iowa State University, United States"
Yang Liu,"Nanyang Technological University, Singapore"
David Lo,"Singapore Management University, Singapore"
Sam Malek,"University of California, Irvine, United States"
Leonardo Mariani,"University of Milano - Bicocca, Italy"
Wes Masri,"American University of Beirut, Lebanon"
Nenad Medvidovic,"University of Southern California, United States"
Tim Menzies,"North Carolina State University, United States"
Ana Milanova,"Rensselaer Polytechnic Institute, United States"
Sasa Misailovic,"University of Illinois at Urbana-Champaign, United States"
Audris Mockus,"The University of Tennessee, United States"
Henry Muccini,"University of L'Aquila, Italy"
Emerson Murphy-Hill,"Google, United States"
Patrick Mäder,"Technische Universität Ilmenau, Germany"
Shiva Nejati,"SnT Centre, University of Luxembourg, Luxembourg"
Thanhvu Nguyen,"University of Nebraska, Lincoln, United States"
Nan Niu,"University of Cincinnati, United States"
Alessandro Orso,"Georgia Institute of Technology, United States"
Chris Parnin,"North Carolina State University, United States"
Corina Pasareanu,"CMU/NASA Ames Research Center, United States"
Liliana Pasquale,"University College Dublin & Lero, Ireland"
Mauro Pezze,"University of Lugano, Switzerland"
Martin Pinzger,"University of Klagenfurt, Austria"
Denys Poshyvanyk,"College of William and Mary, United States"
Romain Robbes,"University of Bozen-Bolzano, Italy"
Abhik Roychoudhury,"National University of Singapore, Singapore"
Julia Rubin,"The University of British Columbia, Canada"
Alessandra Russo,"Imperial College London, United Kingdom"
Mehrdad Sabetzadeh,"University of Luxembourg, Luxembourg"
Anita Sarma,"Oregon State University, United States"
Sandro Schulze,"Otto-von-Guericke Universität Magdeburg, Germany"
Alexander Serebrenik,"Eindhoven University of Technology, Netherlands"
Martin Shepperd,"Brunel University London, United Kingdom"
Norbert Siegmund,"Bauhaus-University Weimar, Germany"
Marin Silic,"University of Zagreb, Croatia"
Saurabh Sinha,"IBM, United States"
Diomidis Spinellis,"Athens University of Economics and Business, Greece"
Margaret-Anne Storey,"University of Victoria, Canada"
Zhendong Su,"ETH Zurich, Switzerland"
Matthias Tichy,"Ulm University, Germany"
Paolo Tonella,"Università della Svizzera Italiana (USI), Switzerland"
Christoph Treude,"The University of Adelaide, Australia"
Bogdan Vasilescu,"Carnegie Mellon University, United States"
Willem Visser,"Stellenbosch University, South Africa"
Chao Wang,"University of Southern California, United States"
Andrzej Wasowski,"IT University of Copenhagen, Denmark"
Shiyi Wei,"The University of Texas at Dallas, United States"
Yijun Yu,"The Open University, United Kingdom"
Andreas Zeller,"CISPA / Saarland University, Germany"
Charles Zhang,"The Hong Kong University of Science and Technology, Hong Kong"
Xiangyu Zhang,"Purdue University, United States"
Jianjun Zhao,"Kyushu University, Japan"
Thomas Zimmermann,"Microsoft, United States"
Andrea Zisman,"The Open University, United Kingdom"
Prem Devanbu,"University of California, United States"
Dale Fletter,"University of California, Davis"
Myra Cohen,"Iowa State University, United States"
Thomas Zimmermann,"Microsoft Research, United States"
Manu Sridharan,University of California at Riverside
Laurie Williams,"North Carolina State University, United States"
Vladimir Filkov,"University of California at Davis, USA"
David Lo,"Singapore Management University, Singapore"
Shane McIntosh,"McGill University, Canada"
Baishakhi Ray,"Columbia University, USA"
Shan Shan Huang,"LogicBlox, Inc."
Ciera Jaspan,"Google, United States"
Tien N. Nguyen,"University of Texas at Dallas, United States"
Alexander Serebrenik,"Eindhoven University of Technology, Netherlands"
Earl T. Barr,"University College London, UK"
Lin Tan,"Purdue University, USA"
Christian Bird,"Microsoft Research, United States"
Federica Sarro,"University College London, UK, United Kingdom"
Georgios Gousios,"Facebook & Delft University of Technology, Netherlands"
Kathryn Stolee,"North Carolina State University, United States"
Sonia Haiduc,"Florida State University, United States"
Bonita Sharif,"University of Nebraska-Lincoln, USA, United States"
Anna Baynes,Sacramento State University
Shaowei Wang,"Mississippi State University, United States"
Erik Fredericks,"Grand Valley State University, United States"
Andrew Begel,"Microsoft Research, United States"
Maleknaz Nayebi,"Polytechnique Montréal, Canada"
Ayushi Rastogi,Diversity and Inclusion Co-Chair
Yuriy Brun,University of Massachusetts Amherst
Robert Dyer,"University of Nebraska - Lincoln, United States"
Marcelo De Almeida Maia,"Federal University of Uberlandia, Brazil"
Leandro Minku,"University of Birmingham, UK"
Anand Ashok Sawant,"University of California, Davis"
David C. Shepherd,"Virginia Commonwealth University, United States"
Paris Avgeriou,"University of Groningen, The Netherlands, Netherlands"
Myra Cohen,"Iowa State University, United States"
Thomas Zimmermann,"Microsoft Research, United States"
Abhik Roychoudhury,"National University of Singapore, Singapore"
Alessandra Gorla,"IMDEA Software Institute, Spain"
Alessandra Russo,"Imperial College London, United Kingdom"
Alessandro Garcia,"PUC-Rio, Brazil"
Alexander Serebrenik,"Eindhoven University of Technology, Netherlands"
Andrea Zisman,The Open University
Andreas Metzger,"University of Duisburg-Essen, Germany"
Anita Sarma,"Oregon State University, USA, United States"
Antonino Sabetta,"SAP Security Research, France"
Ayushi Rastogi,
Baishakhi Ray,"Columbia University, USA, United States"
Barbora Buhnova,"Masaryk University, Czech Republic"
Bonita Sharif,"University of Nebraska-Lincoln, USA, United States"
Bram Adams,"MCIS, Polytechnique Montréal, Canada"
Brittany Johnson,"George Mason University, United States"
Kla Tantithamthavorn,"Monash University, Australia, Australia"
Chengnian Sun,"University of Waterloo, Canada"
Christoph Treude,"University of Adelaide, Australia, Australia"
Corina S. Pasareanu,"Carnegie Mellon University Silicon Valley, NASA Ames Research Center"
Dan Hao,"Peking University, China, China"
Daniel Mendez,"Blekinge Institute of Technology, Sweden"
David Lo,"Singapore Management University, Singapore"
Denae Ford,"Microsoft Research, United States"
Diego Garbervetsky,"University of Buenos Aires and CONICET, Argentina"
Diomidis Spinellis,Athens University of Economics and Business
Diptikalyan Saha,IBM Research India
Dirk Beyer,"LMU Munich, Germany, Germany"
Elisabetta Di Nitto,"Politecnico di Milano, Italy"
Emad Shihab,"Concordia University, Canada"
Emerson Murphy-Hill,Google
Federica Sarro,"University College London, UK, United Kingdom"
Foutse Khomh,"Polytechnique Montréal, Canada"
Gail Kaiser,"Columbia University, United States"
Georgios Gousios,"Facebook & Delft University of Technology, Netherlands"
Gordon Fraser,"University of Passau, Germany"
Gregorio Robles,"Universidad Rey Juan Carlos, Spain"
Hadi Hemmati,"University of Calgary, Canada"
Hamid Bagheri,"University of Nebraska-Lincoln, USA"
Hao Zhong,"Shanghai Jiao Tong University, China"
Helene Waeselynck,"LAAS-CNRS, France"
Hitesh Sajnani,"Engineering Systems Group, Microsoft"
Jeff Huang,Texas A&M University
