name,affiliation
Yi Zhang,Amazon AI
Xiaojun Wan,Peking University (Senior Chair)
Lu Wang,University of Michigan (Senior Chair)
Giuseppe Carenini,University of British Columbia
Michael Elhadad,Ben Gurion University
Pengfei Liu,Carnegie Mellon University
Shashi Narayan,Google
Manabu Okumura,Tokyo Institute of Technology
Jessica Ouyang,University of Texas at Dallas
Maxime Peyrard,EPFL
Caiming Xiong,Salesforce
Rui Zhang,Penn State University
Wanxiang Che,Harbin Institute of Technology (Senior Chair)
Liang Huang,Oregon State University and Baidu Research
Zhenghua Li,Soochow University
Weiwei Sun,University of Cambridge
Kewei Tu,Shanghai Tech University
Diana Inkpen,University of Ottawa (Senior Chair)
Lluís Màrquez,Amazon SSAI (Senior Chair)
Cecilia Alm,Rochester Institute of Technology
Paul Cook,University of New Brunswick
Zornitsa Kozareva,Facebook AI
German Rigau,UPV/EHU
Margot Mieskes,Darmstadt University of Applied Sciences (Chair)
Christopher Potts,Stanford University (Chair)
George Acquaah-Mensah,Massachusetts College of Pharmacy and Health Sciences
Gilles Adda,LISN-CNRS & LIMSI-CNRS
Hend Al-Khalifa,King Saud University
Hanan Aldarmaki,United Arab Emirates University
Maxime Amblard,Université de Lorraine
Emily M. Bender,University of Washington
Luciana Benotti,Universidad Nacional de Córdoba
Su Lin Blodgett,Microsoft Research
Claudia Borg,University of Malta
Samuel R. Bowman,New York University
Dallas Card,Stanford University
Thiago Castro Ferreira,Federal University of Minas Gerais
Luis Chiruzzo,Universidad de la República
Marie-Catherine de Marneffe,The Ohio State University
Mona Diab,Facebook AI and GWU
Samhaa R. El-Beltagy,Newgiza University/Optomatica
Allyson Ettinger,University of Chicago
Daniel Fried,Facebook AI
Dirk Hovy,Bocconi University
Dan Jurafsky,Stanford University
Min-Yen Kan,National University of Singapore
Roger Levy,Massachusetts Institute of Technology
Margaret Mitchell,HuggingFace
Robert Monarch,Apple
Nyalleng Moorosi,Google AI
Preslav Nakov,"Qatar Computing Research Institute, HBKU"
Brendan O’Connor,University of Massachusetts Amherst
Jose Ochoa-Luna,Universidad Catolica San Pablo
Ellie Pavlick,Brown University
Manny Rayner,Geneva University
Zeerak Talat,University of Sheffield
Adina Williams,Facebook AI
Jingbo Xia,Huazhong Agricultural University
Bonnie Webber,"University of Edinburgh, UK"
Trevor Cohn,"The University of Melbourne, Australia"
Yulan He,"University of Warwick, UK"
Yang Liu,"Amazon – Alexa AI, USA"
Lonneke van der Plas,"University of Malta, Malta"
Jackie Chi Kit Cheung,"McGill University, Canada"
Aline Villavicencio,"University of Sheffield, UK"
Benjamin van Durme,"Johns Hopkins University, USA"
Qun Liu,"Huawei Noah's Ark Lab, Hong Kong"
David Schlangen,"University of Potsdam, Germany"
Fei Liu,"University of Central Florida, USA"
Philippe Muller,"University of Toulouse, France"
Yang Gao,"Royal Holloway, University of London, UK"
Veronika Laippala,"University of Turku, Finland"
Jing Li,"The Hong Kong Polytechnic University, Hong Kong"
Lemao Liu,"Tencent AI Lab, China"
Anna Rogers,"University of Copenhagen, Denmark"
Ruifeng Xu,"Harbin Institute of Technology, China"
Andy MacKinlay,"Culture Amp, Australia"
Kellie Webster,"Google, USA"
Isabelle Augenstein,University of Copenhagen
Chris Brew,LivePerson
Murathan Kurfali,University of Stockholm
Prathyusha Jwalapuram,"Nanyang Technological University, Singapore"
Jan-Christoph Klie,"Technical University of Darmstadt, Germany"
Yang Feng,"Chinese Academy of Sciences, China"
Zhongyu Wei,"Fudan University, China"
Eduardo Blanco,"University of North Texas, USA"
Yangsong Feng,Peking University
Sudha Rao,"Microsoft Research, USA"
Hao Fang,"Microsoft Semantic Machines, USA"
Dirk Hovy,"Bocconi University, Italy"
Karën Fort,"Sorbonne University, France"
Mirella Lapata,"University of Edinburgh, UK"
Priscilla Rasmussen,"Association for Computational Linguistics, USA"
Simon Baker,Unknown
Qianchu (Flora) Liu,Unknown
Olga Majewska,Unknown
Edoardo Ponti,Unknown
Ehsan Shareghi,Unknown
Kallirroi Georgila,Unknown
Ryuichiro Higashinaka,Unknown
Michel Galley,Unknown
Zhou Yu,Unknown
Milica Gasic,Unknown
Rebecca J. Passonneau,Unknown
Gabriel Skantze,Unknown
Matthew Marge,Unknown
Helen Hastie,Unknown
Kazunori Komatani,Unknown
Yun-Nung Chen,Unknown
Pascale Fung,Unknown
Annie Louis,Unknown
Andrew Kehler,Unknown
Benamara Farah,Unknown
Giuseppe Carenini,Unknown
Michael Strube,Unknown
Bonnie Webber,Unknown
Smaranda Muresan,Unknown
Manfred Stede,Unknown
Bracha Shapira,Unknown
Eugene Agichtein,Unknown
Michael Bendersky,Unknown
Dilek Hakkani-Tur,Unknown
Anton Leuski,Unknown
Andrei Popescu-Belis,Unknown
Peng Zhang,Unknown
Xiang Ren,Unknown
Sujian Li,Unknown
Cecile Paris,Unknown
Kees van Deemter,Unknown
Leo Wanner,Unknown
Anya Belz,Unknown
Leila Kosseim,Unknown
Advaith Siddarthan,Unknown
Nadjet Bouayad,Unknown
Kathy McCoy,Unknown
Stephanie M. Lukin,Unknown
Matthew Stone,Unknown
Nina Dethlefs,Unknown
John Kelleher,Unknown
Paul Piwek,Unknown
Yoav Goldberg,Unknown
Alessandro Moschitti,Unknown
Heng Ji,Unknown
Mausam,Unknown
Hannaneh Hajishirzi,Unknown
Isabelle Augenstein,Unknown
Nazli Goharian,Unknown
Ruihong Huang,Unknown
Kevin Cohen,Unknown
Siddharth Patwardhan,Unknown
Sumithra Velupillai,Unknown
Yunyao Li,Unknown
Gerard de Melo,Unknown
Mark Stevenson,Unknown
Avi Sil,Unknown
Aurélie Névéol,Unknown
Kenneth Church,Unknown
Alan Ritter,Unknown
Hoifung Poon,Unknown
Nut Limsopatham,Unknown
Frank Keller,Unknown
Aline Villavicencio,Unknown
Afra Alishahi,Unknown
Yevgeni Berzak,Unknown
Shuly Wintner,Unknown
Vera Demberg,Unknown
Emily Prud'hommeaux,Unknown
Chris Dyer,Unknown
Ariadna Quattoni,Unknown
Ashish Vaswani,Unknown
Kai-Wei Chang,Unknown
Fei Sha,Unknown
Barbara Plank,Unknown
William Wang,Unknown
Tim Rocktäschel,Unknown
Le Sun,Unknown
Jason Naradowsky,Unknown
Alice Oh,Unknown
Amir Globerson,Unknown
Pontus Stenetorp,Unknown
Andreas Vlachos,Unknown
Trevor Cohn,Unknown
Yang Liu,Unknown
Dekai Wu,Unknown
Kevin Duh,Unknown
Jörg Tiedemann,Unknown
Deyi Xiong,Unknown
Taro Watanabe,Unknown
Philipp Koehn,Unknown
Marine Carpuat,Unknown
Arianna Bisazza,Unknown
Alexander Fraser,Unknown
Zhaopeng Tu,Unknown
Qun Liu,Unknown
Yvette Graham,Unknown
Daniel Cer,Unknown
Minh-Thang Luong,Unknown
Patrick Pantel,Unknown
Julia Hockenmaier,Unknown
Yoav Artzi,Unknown
Bowen Zhou,Unknown
Grzegorz Chrupała,Unknown
Dong Nguyen,Unknown
Simone Paolo Ponzetto,Unknown
Sara Rosenthal,Unknown
Joakim Nivre,Unknown
Timothy Baldwin,Unknown
Anders Søgaard,Unknown
Jonathan May,Unknown
Christian Hardmeier,Unknown
Graham Neubig,Unknown
Hinrich Schütze,Unknown
Ryan Cotterell,Unknown
Manaal Faruqui,Unknown
Hai Zhao,Unknown
Kemal Oflazer,Unknown
Miikka Silfverberg,Unknown
Sanda Harabagiu,Unknown
Zornitsa Kozareva,Unknown
Kang Liu,Unknown
Yansong Feng,Unknown
Shafiq Joty,Unknown
Eric Nyberg,Unknown
Preslav Nakov,Unknown
Giovanni Da San Martino,Unknown
Jennifer Chu-Carroll,Unknown
Idan Szpektor,Unknown
Sara Tonelli,Unknown
Ron Artstein,Unknown
Gina-Anne Levow,Unknown
Thierry Declerck,Unknown
Nancy Ide,Unknown
Kenji Sagae,Unknown
Udo Kruschwitz,Unknown
Beata Megyesi,Unknown
Roberto Navigli,Unknown
Owen Rambow,Unknown
Mona Diab,Unknown
Ivan Titov,Unknown
Wei Xu,Unknown
Siva Reddy,Unknown
Steven Bethard,Unknown
Eduardo Blanco,Unknown
Wenpeng Yin,Unknown
Liang Huang,Unknown
Edward Grefenstette,Unknown
Michael Roth,Unknown
Mehrnoosh Sadrzadeh,Unknown
Anette Frank,Unknown
Marie-Francine Moens,Unknown
Bing Liu,Unknown
Saif Mohammad,Unknown
Els Lefever,Unknown
Liang-Chih Yu,Unknown
Yulan He,Unknown
Oren Tsur,Unknown
Claire Cardie,Unknown
Yue Zhang,Unknown
Swapna Somasundaran,Unknown
Jinho D. Choi,Unknown
Cristian Danescu-Niculescu-Mizil,Unknown
Jacob Eisenstein,Unknown
Kalina Bontcheva,Unknown
Nigel Collier,Unknown
Dirk Hovy,Unknown
David Jurgens,Unknown
Tim Finin,Unknown
Diyi Yang,Unknown
Wei Gao,Unknown
Wei Wei,Unknown
Mirella Lapata,Unknown
Chin-Yew Lin,Unknown
Wenjie Li,Unknown
Xiaojun Wan,Unknown
Jackie Chi Kit Cheung,Unknown
Shashi Narayan,Unknown
Xiaodan Zhu,Unknown
Fei Liu,Unknown
Phil Blunsom,Unknown
Noah A. Smith,Unknown
Roi Reichart,Unknown
Marek Rei,Unknown
Daisuke Kawahara,Unknown
Emily Pitler,Unknown
Omri Abend,Unknown
Weiwei Sun,Unknown
Sabine Schulte im Walde,Unknown
Raffaella Bernardi,Unknown
Omer Levy,Unknown
Angeliki Lazaridou,Unknown
Jonathan Berant,Unknown
Vivek Srikumar,Unknown
Dimitri Kartsaklis,Unknown
Christopher Potts,Unknown
Roy Schwartz,Unknown
Louis-Philippe Morency,Unknown
Michael Johnston,Unknown
Catharine Oertel,Unknown
Matthias Scheutz,Unknown
Sakriani Sakti,Unknown
Elia Bruni,Unknown
Manny Rayner,Unknown
Douwe Kiela,Unknown
Yonatan Bisk,Unknown
Yale Song,Unknown
Eneko Agirre,Unknown
Diana McCarthy,Unknown
Mohammad Taher Pilehvar,Unknown
Ekaterina Shutova,Unknown
Ivan Vulić,Unknown
Laura Rimell,Unknown
Paul Cook,Unknown
Chris Biemann,Unknown
Marianna Apidianaki,Unknown
Diarmuid Ó Séaghdha,Unknown
Jose Camacho-Collados,Unknown
Aitor Soroa,Unknown
Joel Tetreault,Unknown
Karin Verspoor,Unknown
Ekaterina Kochmar,Unknown
Vinodkumar Prabhakaran,Unknown
Razvan Bunescu,Unknown
Sarvnaz Karimi,Unknown
Filip Ginter,Unknown
Vincent Ng,Unknown
Beth Ann Hockey,Unknown
Jens Edlund,Unknown
Maria Liakata,Unknown
Jacob Eisenstein,Unknown
Dong Nguyen,Unknown
David Bamman,Unknown
Cristian Danescu-Niculescu-Mizil,Unknown
Lucie Flek,Unknown
Jing Jiang,Unknown
David Jurgens,Unknown
Brendan O'Connor,Unknown
Chenhao Tan,Unknown
Sara Tonelli,Unknown
Andreas Vlachos,Unknown
Srinivas Bangalore,Unknown
Xiaodong He,Unknown
Yun-Nung Chen,Unknown
Alborz Geramifard,Unknown
Minlie Huang,Unknown
Jing Huang,Unknown
Seokhwan Kim,Unknown
Mahnoosh Mehrabani,Unknown
Helen Meng,Unknown
Aasish Pappu,Unknown
Xiaojun Quan,Unknown
Sakriani Sakti,Unknown
Ethan Selfridge,Unknown
Ruihua Song,Unknown
Rui Yan,Unknown
Zhou Yu,Unknown
Vincent Ng,Unknown
Annemarie Friedrich,Unknown
Ruihong Huang,Unknown
Junyi Jessy Li,Unknown
Sujian Li,Unknown
Maggie Li,Unknown
Alan Ritter,Unknown
Eunsol Choi,Unknown
Bhavana Dalvi,Unknown
Leon Derczynski,Unknown
Doug Downey,Unknown
Greg Durrett,Unknown
Luheng He,Unknown
Zhao Jun,Unknown
Jiwei Li,Unknown
Kang Liu,Unknown
Zhiyuan Liu,Unknown
Nanyun Peng,Unknown
Hoifung Poon,Unknown
Nazneen Rajani,Unknown
Yangqiu Song,Unknown
Veselin Stoyanov,Unknown
Alessandro Moschitti,Unknown
Dina Demner-Fushman,Unknown
Simone Filice,Unknown
Jimmy Lin,Unknown
Matthias Petri,Unknown
Kateryna Tymoshenko,Unknown
Olga Uryupina,Unknown
Sameer Singh,Unknown
William Wang,Unknown
Yonatan Belinkov,Unknown
Shiyu Chang,Unknown
Manaal Faruqui,Unknown
Vivek Kulkarni,Unknown
Hung-yi Lee,Unknown
Xu Sun,Unknown
Byron Wallace,Unknown
Xin Wang,Unknown
Diyi Yang,Unknown
Chenghua Lin,Unknown
Lu Wang,Unknown
Thiago Castro Ferreira,Unknown
Albert Gatt,Unknown
Yannis Konstas,Unknown
Shashi Narayan,Unknown
Ankur Parikh,Unknown
Sudha Rao,Unknown
Ehud Reiter,Unknown
Advaith Siddharthan,Unknown
Hiroya Takamura,Unknown
Michael White,Unknown
Samuel Wiseman,Unknown
Wei Xu,Unknown
Jin-Ge Yao,Unknown
Lucia Specia,Unknown
Loic Barrault,Unknown
Raffaella Bernardi,Unknown
Demond Elliott,Unknown
Yishu Miao,Unknown
Lorenzo Seidenari,Unknown
Zhongyu Wei,Unknown
Roger Levy,Unknown
Ryan Cotterell,Unknown
Aida Nematzadeh,Unknown
Tim O'Donnell,Unknown
Leila Wehbe,Unknown
Mohit Bansal,Unknown
Reza Haffari,Unknown
Yulia Tsvetkov,Unknown
Wray Buntine,Unknown
Kai-Wei Chang,Unknown
Colin Cherry,Unknown
Shay Cohen,Unknown
Kevin Duh,Unknown
Sarvnaz Karimi,Unknown
Karen Livescu,Unknown
Andre Martins,Unknown
Massimo Piccardi,Unknown
Colin Raffel,Unknown
Sebastian Ruder,Unknown
Rachel Rudinger,Unknown
Sasha Rush,Unknown
Shashank Srivastava,Unknown
Pontus Stenetorp,Unknown
Emma Strubell,Unknown
Jun Suzuki,Unknown
Kristina Toutanova,Unknown
Adam Trischler,Unknown
Dani Yogatama,Unknown
Stefan Riezler,Unknown
Yang Liu,Unknown
Bill Byrne,Unknown
Yang Feng,Unknown
Jiatao Gu,Unknown
Barry Haddow,Unknown
Julia Kreutzer,Unknown
Wolfgang Macherey,Unknown
Lluís Màrquez,Unknown
Jan Niehues,Unknown
Tao Qin,Unknown
Rico Sennrich,Unknown
Jinsong Su,Unknown
Josef van Genabith,Unknown
Guillaume Wisniewski,Unknown
Derek F. Wong,Unknown
Thamar Solorio,Unknown
Deyu Zhou,Unknown
Tao Ge,Unknown
Helena Gomez,Unknown
Lei Li,Unknown
Yunyao Li,Unknown
Maria Liakata,Unknown
Nedim Lipka,Unknown
Makoto Miwa,Unknown
Tristan Naumann,Unknown
Alice Oh,Unknown
Veronica Perez-Rosas,Unknown
Alla Rozovskaya,Unknown
Sara Stymne,Unknown
Ivan Vladimir Meza,Unknown
David Vilar,Unknown
Rui Xia,Unknown
Helen Yannakoudakis,Unknown
Hinrich Schutze,Unknown
Xuanjing Huang,Unknown
David Mortensen,Unknown
Ekaterina Vylomova,Unknown
Markus Dreyer,Unknown
Anh Tuan Luu,Unknown
Asma Ben Abacha,Unknown
Danqi Chen,Unknown
Weiwei Cheng,Unknown
Matt Gardner,Unknown
Hannaneh Hajishirzi,Unknown
Mohit Iyyer,Unknown
Xiang Ren,Unknown
Avi Sil,Unknown
Kevin Small,Unknown
Yi Tay,Unknown
Shuohang Wang,Unknown
Caiming Xiong,Unknown
Scott Yih,Unknown
Luke Zettlemoyer,Unknown
Mona Diab,Unknown
Marianna Apidianaki,Unknown
Eduardo Blanco,Unknown
Spandana Gella,Unknown
German Rigau,Unknown
Aline Villavicencio,Unknown
Yi Zhang,Unknown
Ivan Titov,Unknown
Yue Zhang,Unknown
Jonathan Berant,Unknown
Xavier Carreras,Unknown
Li Dong,Unknown
Anette Frank,Unknown
James Henderson,Unknown
Zhenzhong Lan,Unknown
Christopher Potts,Unknown
Siva Reddy,Unknown
Michael Roth,Unknown
Linfeng Song,Unknown
Gabriel Stanovsky,Unknown
Saif Mohammad,Unknown
Bing Qin,Unknown
Felipe Bravo,Unknown
Erik Cambria,Unknown
Iryna Gurevych,Unknown
Roman Klinger,Unknown
Lun-Wei Ku,Unknown
Bing Liu,Unknown
Soujanya Poria,Unknown
Aixin Sun,Unknown
Duyu Tang,Unknown
Geoff Zweig,Unknown
Jim Glass,Unknown
Julia Hirschberg,Unknown
Florian Metze,Unknown
Tara Sainath,Unknown
Xiaojun Wan,Unknown
Giuseppe Carenini,Unknown
Michael Elhadad,Unknown
George Giannakopoulos,Unknown
Piji Li,Unknown
Fei Liu,Unknown
Manabu Okumura,Unknown
Maxime Peyrard,Unknown
Mark Johnson,Unknown
Mark Dras,Unknown
Yoav Goldberg,Unknown
Joakim Nivre,Unknown
Emily Pitler,Unknown
Kenji Sagae,Unknown
Reut Tsarfaty,Unknown
Kewei Tu,Unknown
Heng Ji,Unknown
Jeff Dalton,Unknown
Mark Hasegawa-Johnson,Unknown
Vered Shwartz,Unknown
Carl Vondrick,Unknown
Jing Jiang,Unknown
Vincent Ng,Unknown
Xiaojun Wan,Unknown
Amanda Stent,Unknown
Luciana Benotti,Unknown
Asli Celikyilmaz,Unknown
Yun-Nung Chen,Unknown
Milica Gasic,Unknown
Ryuichiro Higashinaka,Unknown
Casey Kennington,Unknown
Kazunori Komatani,Unknown
Sungjin Lee,Unknown
Stefan Ultes,Unknown
Bonnie Webber,Unknown
Yangfeng Ji,Unknown
Shafiq Joty,Unknown
Annie Louis,Unknown
Michael Strube,Unknown
Dan Roth,Unknown
Snigdha Chaturvedi,Unknown
Doug Downey,Unknown
Radu Florian,Unknown
Daniel Khashabi,Unknown
Marius Pasca,Unknown
Roi Reichart,Unknown
Satoshi Sekine,Unknown
Vivek Srikumar,Unknown
Shyam Upadhyay,Unknown
Jun Zhao,Unknown
Hang Li,Unknown
Eugene Agichtein,Unknown
Gerard de Melo,Unknown
Oren Kurland,Unknown
Craig Macdonald,Unknown
Alice Oh,Unknown
Xiang Ren,Unknown
Quan Wang,Unknown
Andrew Yates,Unknown
Mona Diab,Unknown
Marianna Apidianaki,Unknown
Mohit Bansal,Unknown
Manaal Faruqui,Unknown
Qin Lu,Unknown
Michael Roth,Unknown
Andrew Kehler,Unknown
Leon Bergen,Unknown
Richard Futrell,Unknown
William Schuler,Unknown
Suzanne Stevenson,Unknown
Kevin Duh,Unknown
Isabelle Augenstein,Unknown
Loïc Barrault,Unknown
Danushka Bollegala,Unknown
Shay B. Cohen,Unknown
Yoav Goldberg,Unknown
Gholamreza Haffari,Unknown
Shou-de Lin,Unknown
Nanyun Peng,Unknown
Sujith Ravi,Unknown
Laura Rimell,Unknown
Sameer Singh,Unknown
Jun Suzuki,Unknown
Andreas Vlachos,Unknown
William Yang Wang,Unknown
Chris Quirk,Unknown
Marine Carpuat,Unknown
Daniel Cer,Unknown
Boxing Chen,Unknown
Colin Cherry,Unknown
David Chiang,Unknown
Ann Clifton,Unknown
Marcello Federico,Unknown
Orhan Firat,Unknown
George Foster,Unknown
Yang Liu,Unknown
Minh-Thang Luong,Unknown
Haitao Mi,Unknown
Anders Søgaard,Unknown
Jinsong Su,Unknown
Zhaopeng Tu,Unknown
Taro Watanabe,Unknown
Deyi Xiong,Unknown
Jiajun Zhang,Unknown
Yuji Matsumoto,Unknown
Nizar Habash,Unknown
Kemal Oflazer,Unknown
Xipeng Qiu,Unknown
Hiroyuki Shindo,Unknown
Scott Yih,Unknown
Danqi Chen,Unknown
Eunsol Choi,Unknown
Yansong Feng,Unknown
Matt Gardner,Unknown
Sanda Harabagiu,Unknown
Mohit Iyyer,Unknown
Furu Wei,Unknown
Caiming Xiong,Unknown
Mirella Lapata,Unknown
Jacob Andreas,Unknown
Li Dong,Unknown
Daniel Gildea,Unknown
Wei Lu,Unknown
Patrick Pantel,Unknown
Yulan He,Unknown
Nikolaos Aletras,Unknown
Alexandra Balahur,Unknown
Dan Goldwasser,Unknown
Minlie Huang,Unknown
Saif Mohammad,Unknown
Chris Reed,Unknown
Rui Xia,Unknown
Xiaodan Zhu,Unknown
Dirk Hovy,Unknown
David Bamman,Unknown
David Jurgens,Unknown
Dong Nguyen,Unknown
Alan Ritter,Unknown
Chenhao Tan,Unknown
Oren Tsur,Unknown
Yulia Tsvetkov,Unknown
Svitlana Volkova,Unknown
Wayne Xin Zhao,Unknown
Haizhou Li,Unknown
Yoav Artzi,Unknown
Hannaneh Hajishirzi,Unknown
Xiaodong He,Unknown
Gina-Anne Levow,Unknown
Yang Liu,Unknown
Soujanya Poria,Unknown
Kai Yu,Unknown
Michael White,Unknown
Anya Belz,Unknown
Giuseppe Carenini,Unknown
Jackie Chi Kit Cheung,Unknown
Mark Dras,Unknown
Michael Elhadad,Unknown
Mary Ellen Foster,Unknown
Claire Gardent,Unknown
Albert Gatt,Unknown
Chin-Yew Lin,Unknown
Kathleen McKeown,Unknown
Shashi Narayan,Unknown
Lu Wang,Unknown
Leo Wanner,Unknown
Sina Zarrieß,Unknown
Yue Zhang,Unknown
Miguel Ballesteros,Unknown
James Henderson,Unknown
Emily Pitler,Unknown
Barbara Plank,Unknown
Kenji Sagae,Unknown
Weiwei Sun,Unknown
Meishan Zhang,Unknown
Jimmy Lin,Unknown
Kai-Wei Chang,Unknown
Wei Gao,Unknown
Lun-Wei Ku,Unknown
Lei Li,Unknown
Zhiyuan Liu,Unknown
David Mimno,Unknown
Preslav Nakov,Unknown
Ming-Feng Tsai,Unknown
Yoshimasa Tsuruoka,Unknown
Byron C. Wallace,Unknown
Min Zhang,Unknown
Alessandro Moschitti,Unknown
Weiwei Cheng,Unknown
Markus Dreyer,Unknown
Cicero Nogueira dos Santos,Unknown
Aliaksei Severyn,Unknown
Kevin Small,Unknown
Nianwen Xue,Unknown
Fabio Massimo Zanzotto,Unknown
